SkuID|ProductCode|ProductName|ProductType|ProductLink|ImageLink|RegularPrice|SalePrice|BrandName|Color|Rating|NumReviews|ReleaseDate|Keywords
12501|XCode12500|Brand Z Whiz 9156|Electronics|http://www.companyx.com/products/12501|http://www.companyx.com/images/12501.jpg|15.07||Brand Z||||1/30/2013|iPads
12502|XCode12500|Brand Z Whiz 9157|Electronics|http://www.companyx.com/products/12502|http://www.companyx.com/images/12502.jpg|37.91||Brand Z||||1/31/2013|iPads
12503|XCode12500|Brand Z Whiz 9158|Electronics|http://www.companyx.com/products/12503|http://www.companyx.com/images/12503.jpg|46.04||Brand Z||||2/1/2013|iPads
12504|XCode12500|Brand Z Whiz 9159|Electronics|http://www.companyx.com/products/12504|http://www.companyx.com/images/12504.jpg|2.71||Brand Z||||2/2/2013|iPads
12505|XCode12500|Brand NEW Whiz 9160|Electronics|http://www.companyx.com/products/12505|http://www.companyx.com/images/12505.jpg|28.71||Brand New||||2/3/2013|iPads
12506|XCode12500|Brand NEW Whiz 9161|Electronics|http://www.companyx.com/products/12506|http://www.companyx.com/images/12506.jpg|93.85|84.47|Brand New||||2/4/2013|iPads
12507|XCode12500|Brand NEW Whiz 9162|Electronics|http://www.companyx.com/products/12507|http://www.companyx.com/images/12507.jpg|19.48||Brand New||||2/5/2013|iPads
12508|XCode12500|Brand NEW Whiz 9163|Electronics|http://www.companyx.com/products/12508|http://www.companyx.com/images/12508.jpg|70.91|63.82|Brand New|Gold~Glitter|||2/6/2013|iPads
12509|XCode12500|Brand NEW Whiz 9164|Electronics|http://www.companyx.com/products/12509|http://www.companyx.com/images/12509.jpg|42.29||Brand New|Gold~Glitter|||2/7/2013|iPads
12510|XCode12510|Brand NEW Whiz 9165|Electronics|http://www.companyx.com/products/12510|http://www.companyx.com/images/12510.jpg|80.53|72.48|Brand New|Gold~Glitter|||2/8/2013|iPads
12511|XCode12510|Brand NEW Whiz 9166|Electronics|http://www.companyx.com/products/12511|http://www.companyx.com/images/12511.jpg|58.97|53.07|Brand New|Gold~Glitter|||2/9/2013|iPads
12512|XCode12510|Brand NEW Whiz 9167|Electronics|http://www.companyx.com/products/12512|http://www.companyx.com/images/12512.jpg|48.51||Brand New|Gold~Glitter|||2/10/2013|iPads
12513|XCode12513|Brand NEW Whiz 9168|Electronics|http://www.companyx.com/products/12513|http://www.companyx.com/images/12513.jpg|57.97|52.17|Brand New|Gold~Glitter|||2/11/2013|iPads
12514|XCode12514|Brand NEW Whiz 9169|Electronics|http://www.companyx.com/products/12514|http://www.companyx.com/images/12514.jpg|70.39|63.35|Brand New|Gold~Glitter|||2/12/2013|iPads
12515|XCode12515|Brand E Whiz 9170|Electronics|http://www.companyx.com/products/12515|http://www.companyx.com/images/12515.jpg|54.32|48.89|Brand E|Gold~Glitter|||2/13/2013|iPads
12516|XCode12515|Brand E Whiz 9171|Electronics|http://www.companyx.com/products/12516|http://www.companyx.com/images/12516.jpg|3.27||Brand E|Gold~Glitter|||2/14/2013|iPads
12517|XCode12515|Brand E Whiz 9172|Electronics|http://www.companyx.com/products/12517|http://www.companyx.com/images/12517.jpg|94.84|85.36|Brand E|Gold~Glitter|||2/15/2013|iPads
12518|XCode12515|Brand E Whiz 9173|Electronics|http://www.companyx.com/products/12518|http://www.companyx.com/images/12518.jpg|10.51||Brand E|Gold~Glitter|||2/16/2013|Technology~Music
12519|XCode12515|Brand E Whiz 9174|Electronics|http://www.companyx.com/products/12519|http://www.companyx.com/images/12519.jpg|72.61|65.35|Brand E|Gold~Glitter|||2/17/2013|Technology~Music
12520|XCode12515|Brand E Whiz 9175|Electronics|http://www.companyx.com/products/12520|http://www.companyx.com/images/12520.jpg|10.9||Brand E|Gold~Glitter|||2/18/2013|Technology~Music
12521|XCode12515|Brand E Whiz 9176|Electronics|http://www.companyx.com/products/12521|http://www.companyx.com/images/12521.jpg|9.68||Brand E|Gold~Glitter|||2/19/2013|Technology~Music
12522|XCode12522|Brand E Whiz 9177|Electronics|http://www.companyx.com/products/12522|http://www.companyx.com/images/12522.jpg|33.35||Brand E|Gold~Glitter|||2/20/2013|Technology~Music
12523|XCode12522|Brand E Whiz 9178|Electronics|http://www.companyx.com/products/12523|http://www.companyx.com/images/12523.jpg|80.91|72.82|Brand E|Gold~Glitter|||2/21/2013|Technology~Music
12524|XCode12522|Brand E Whiz 9179|Electronics|http://www.companyx.com/products/12524|http://www.companyx.com/images/12524.jpg|78.62|70.76|Brand E|Gold~Glitter|||2/22/2013|Technology~Music
12525|XCode12522|Brand E Whiz 9180|Electronics|http://www.companyx.com/products/12525|http://www.companyx.com/images/12525.jpg|44.21||Brand E|Gold~Glitter|||2/23/2013|Technology~Music
12526|XCode12522|Brand E Whiz 9181|Electronics|http://www.companyx.com/products/12526|http://www.companyx.com/images/12526.jpg|28.89||Brand E|Gold~Glitter|||2/24/2013|Technology~Music
12527|XCode12527|Brand E Whiz 9182|Electronics|http://www.companyx.com/products/12527|http://www.companyx.com/images/12527.jpg|79.78|71.8|Brand E|Gold~Glitter|||2/25/2013|Technology~Music
12528|XCode12528|Brand E Whiz 9183|Electronics|http://www.companyx.com/products/12528|http://www.companyx.com/images/12528.jpg|95.91|86.32|Brand E|Gold~Glitter|||2/26/2013|Technology~Music
12529|XCode12528|Brand E Whiz 9184|Electronics|http://www.companyx.com/products/12529|http://www.companyx.com/images/12529.jpg|16.51||Brand E|Gold~Glitter|||2/27/2013|Technology~Music
12530|XCode12528|Brand E Whiz 9185|Electronics|http://www.companyx.com/products/12530|http://www.companyx.com/images/12530.jpg|73.33|66|Brand E|Gold~Glitter|||2/28/2013|Technology~Music
12531|XCode12528|Brand E Whiz 9186|Electronics|http://www.companyx.com/products/12531|http://www.companyx.com/images/12531.jpg|36.19||Brand E|Gold~Glitter|||3/1/2013|Technology~Music
12532|XCode12532|Brand E Whiz 9187|Electronics|http://www.companyx.com/products/12532|http://www.companyx.com/images/12532.jpg|31.15||Brand E|Gold~Glitter|||3/2/2013|Technology~Music
12533|XCode12532|Brand E Whiz 9188|Electronics|http://www.companyx.com/products/12533|http://www.companyx.com/images/12533.jpg|3.23||Brand E|Gold~Glitter|||3/3/2013|Television~DVD
12534|XCode12534|Brand E Whiz 9189|Electronics|http://www.companyx.com/products/12534|http://www.companyx.com/images/12534.jpg|55.22|49.7|Brand E||||3/4/2013|Television~DVD
12535|XCode12535|Brand E Whiz 9190|Electronics|http://www.companyx.com/products/12535|http://www.companyx.com/images/12535.jpg|40.09||Brand E|Clear|||3/5/2013|Television~DVD
12536|XCode12535|Brand E Whiz 9191|Electronics|http://www.companyx.com/products/12536|http://www.companyx.com/images/12536.jpg|39.3||Brand E|Clear|||3/6/2013|Television~DVD
12537|XCode12535|Brand E Whiz 9192|Electronics|http://www.companyx.com/products/12537|http://www.companyx.com/images/12537.jpg|13.81||Brand E|Clear|||3/7/2013|Television~DVD
12538|XCode12535|Brand X Whiz 9193|Electronics|http://www.companyx.com/products/12538|http://www.companyx.com/images/12538.jpg|82.04|73.84|Brand X|Clear|||3/8/2013|Television~DVD
12539|XCode12535|Brand X Whiz 9194|Electronics|http://www.companyx.com/products/12539|http://www.companyx.com/images/12539.jpg|42.65||Brand X|Clear|||3/9/2013|Television~DVD
12540|XCode12535|Brand X Whiz 9195|Electronics|http://www.companyx.com/products/12540|http://www.companyx.com/images/12540.jpg|63.34|57.01|Brand X|Clear|||3/10/2013|Television~DVD
12541|XCode12535|Brand X Whiz 9196|Electronics|http://www.companyx.com/products/12541|http://www.companyx.com/images/12541.jpg|34.12||Brand X|Clear|||3/11/2013|Television~DVD
12542|XCode12535|Brand X Whiz 9197|Electronics|http://www.companyx.com/products/12542|http://www.companyx.com/images/12542.jpg|39.27||Brand X|Peach|5|3|3/12/2013|Television~DVD
12543|XCode12543|Brand X Whiz 9198|Electronics|http://www.companyx.com/products/12543|http://www.companyx.com/images/12543.jpg|60.34|54.31|Brand X|Peach|5|3|3/13/2013|Television~DVD
12544|XCode12543|Brand X Whiz 9199|Electronics|http://www.companyx.com/products/12544|http://www.companyx.com/images/12544.jpg|37.98||Brand X|Peach|5|3|3/14/2013|Television~DVD
12545|XCode12543|Brand X Whiz 9200|Electronics|http://www.companyx.com/products/12545|http://www.companyx.com/images/12545.jpg|77.74|69.97|Brand X|Peach|5|3|3/15/2013|Television~DVD
12546|XCode12543|Brand X Whiz 9201|Electronics|http://www.companyx.com/products/12546|http://www.companyx.com/images/12546.jpg|7.5||Brand X|Peach|5|3|3/16/2013|Television~DVD
12547|XCode12543|Brand X Whiz 9202|Electronics|http://www.companyx.com/products/12547|http://www.companyx.com/images/12547.jpg|36.88||Brand X|Peach|5|3|3/17/2013|Television~DVD
12548|XCode12543|Brand X Whiz 9203|Electronics|http://www.companyx.com/products/12548|http://www.companyx.com/images/12548.jpg|53.82|48.44|Brand X|Peach|5|3|3/18/2013|Television~DVD
12549|XCode12549|Brand X Whiz 9204|Electronics|http://www.companyx.com/products/12549|http://www.companyx.com/images/12549.jpg|13.59||Brand X|Peach|5|3|3/19/2013|Television~DVD
12550|XCode12549|Brand X Whiz 9205|Electronics|http://www.companyx.com/products/12550|http://www.companyx.com/images/12550.jpg|57.96|52.16|Brand X|Peach|5|3|3/20/2013|Television~DVD
12551|XCode12549|Brand X Whiz 9206|Electronics|http://www.companyx.com/products/12551|http://www.companyx.com/images/12551.jpg|54.57|49.11|Brand X|Pink|5|3|3/21/2013|Television~DVD
12552|XCode12549|Brand X Whiz 9207|Electronics|http://www.companyx.com/products/12552|http://www.companyx.com/images/12552.jpg|63.43|57.09|Brand X|Pink|5|3|3/22/2013|Television~DVD
12553|XCode12549|Brand X Whiz 9208|Electronics|http://www.companyx.com/products/12553|http://www.companyx.com/images/12553.jpg|27.54||Brand X|Pink|5|3|3/23/2013|Television~DVD
12554|XCode12549|Brand S Whiz 9209|Electronics|http://www.companyx.com/products/12554|http://www.companyx.com/images/12554.jpg|93.16|83.84|Brand S|Pink|5|3|3/24/2013|Television~DVD
12555|XCode12549|Brand S Whiz 9210|Electronics|http://www.companyx.com/products/12555|http://www.companyx.com/images/12555.jpg|38.72||Brand S|Pink|5|3|3/25/2013|Television~DVD
12556|XCode12549|Brand S Whiz 9211|Electronics|http://www.companyx.com/products/12556|http://www.companyx.com/images/12556.jpg|42.1||Brand S|Pink|5|3|3/26/2013|Television~DVD
12557|XCode12549|Brand S Whiz 9212|Electronics|http://www.companyx.com/products/12557|http://www.companyx.com/images/12557.jpg|72.67|65.4|Brand S|Pink|4.6|12|3/27/2013|Television~DVD
12558|XCode12558|Brand S Whiz 9213|Appliances|http://www.companyx.com/products/12558|http://www.companyx.com/images/12558.jpg|84.23|75.81|Brand S|Pink|4.6|12|3/28/2013|Television~DVD
12559|XCode12558|Brand S Whiz 9214|Appliances|http://www.companyx.com/products/12559|http://www.companyx.com/images/12559.jpg|60.98|54.88|Brand S|Pink|4.6|12|3/29/2013|Television~DVD
12560|XCode12558|Brand S Whiz 9215|Appliances|http://www.companyx.com/products/12560|http://www.companyx.com/images/12560.jpg|68.51|61.66|Brand S|Pink|4.6|12|3/30/2013|Television~DVD
12561|XCode12558|Brand S Whiz 9216|Appliances|http://www.companyx.com/products/12561|http://www.companyx.com/images/12561.jpg|35.19||Brand S|Pink|4.6|12|3/31/2013|Television~DVD
12562|XCode12562|Brand S Whiz 9217|Appliances|http://www.companyx.com/products/12562|http://www.companyx.com/images/12562.jpg|4.93||Brand S|Pink|4.6|12|4/1/2013|Television~DVD
12563|XCode12562|Brand S Whiz 9218|Appliances|http://www.companyx.com/products/12563|http://www.companyx.com/images/12563.jpg|82.4|74.16|Brand S|Pink|4.6|12|4/2/2013|Television~DVD
12564|XCode12562|Brand S Whiz 9219|Appliances|http://www.companyx.com/products/12564|http://www.companyx.com/images/12564.jpg|96.07|86.46|Brand S|Pink|4.6|12|4/3/2013|Television~DVD
12565|XCode12562|Brand S Whiz 9220|Appliances|http://www.companyx.com/products/12565|http://www.companyx.com/images/12565.jpg|85.72|77.15|Brand S|Pink|4.6|12|4/4/2013|Television~DVD
12566|XCode12562|Brand S Whiz 9221|Appliances|http://www.companyx.com/products/12566|http://www.companyx.com/images/12566.jpg|18.63||Brand S|Pink|4.6|12|4/5/2013|Television~DVD
12567|XCode12567|Brand S Whiz 9222|Appliances|http://www.companyx.com/products/12567|http://www.companyx.com/images/12567.jpg|94.29|84.86|Brand S|Pink|4.6|12|4/6/2013|Television~DVD
12568|XCode12568|Brand S Whiz 9223|Appliances|http://www.companyx.com/products/12568|http://www.companyx.com/images/12568.jpg|77.4|69.66|Brand S|Pink|4.6|12|4/7/2013|Technology~Music
12569|XCode12569|Brand S Whiz 9224|Appliances|http://www.companyx.com/products/12569|http://www.companyx.com/images/12569.jpg|3.42||Brand S|Pink|4.6|12|4/8/2013|Technology~Music
12570|XCode12570|Brand S Whiz 9225|Appliances|http://www.companyx.com/products/12570|http://www.companyx.com/images/12570.jpg|86.18|77.56|Brand S|Yellow~White|2.8|12|4/9/2013|Technology~Music
12571|XCode12570|Brand S Whiz 9226|Appliances|http://www.companyx.com/products/12571|http://www.companyx.com/images/12571.jpg|23.45||Brand S|Yellow~White|2.8|12|4/10/2013|Technology~Music
12572|XCode12570|Brand S Whiz 9227|Appliances|http://www.companyx.com/products/12572|http://www.companyx.com/images/12572.jpg|65.05|58.55|Brand S|Yellow~White|2.8|12|4/11/2013|Technology~Music
12573|XCode12570|Brand S Whiz 9228|Appliances|http://www.companyx.com/products/12573|http://www.companyx.com/images/12573.jpg|8.56||Brand S|Yellow~White|2.8|12|4/12/2013|Technology~Music
12574|XCode12570|Brand S Whiz 9229|Appliances|http://www.companyx.com/products/12574|http://www.companyx.com/images/12574.jpg|64.54|58.09|Brand S|Yellow~White|2.8|12|4/13/2013|Technology~Music
12575|XCode12570|Brand S Whiz 9230|Appliances|http://www.companyx.com/products/12575|http://www.companyx.com/images/12575.jpg|32.84||Brand S|Yellow~White|2.8|12|4/14/2013|Technology~Music
12576|XCode12570|Brand S Whiz 9231|Appliances|http://www.companyx.com/products/12576|http://www.companyx.com/images/12576.jpg|93.75|84.38|Brand S|Yellow~White|2.8|12|4/15/2013|Technology~Music
12577|XCode12570|Brand S Whiz 9232|Appliances|http://www.companyx.com/products/12577|http://www.companyx.com/images/12577.jpg|9.21||Brand S|Yellow~White|2.8|12|4/16/2013|Technology~Music
12578|XCode12578|Brand S Whiz 9233|Appliances|http://www.companyx.com/products/12578|http://www.companyx.com/images/12578.jpg|67.97|61.17|Brand S|Yellow~White|2.8|12|4/17/2013|Technology~Music
12579|XCode12578|Brand S Whiz 9234|Appliances|http://www.companyx.com/products/12579|http://www.companyx.com/images/12579.jpg|58.22|52.4|Brand S|Yellow~White|2.8|12|4/18/2013|Technology~Music
12580|XCode12578|Brand S Whiz 9235|Appliances|http://www.companyx.com/products/12580|http://www.companyx.com/images/12580.jpg|82.32|74.09|Brand S|Yellow~White|2.8|12|4/19/2013|Technology~Music
12581|XCode12578|Brand S Whiz 9236|Appliances|http://www.companyx.com/products/12581|http://www.companyx.com/images/12581.jpg|53.84|48.46|Brand S|Yellow~White|2.8|12|4/20/2013|Technology~Music
12582|XCode12582|Brand S Whiz 9237|Appliances|http://www.companyx.com/products/12582|http://www.companyx.com/images/12582.jpg|58.41|52.57|Brand S|Yellow~White|||4/21/2013|Technology~Music
12583|XCode12582|Brand S Whiz 9238|Appliances|http://www.companyx.com/products/12583|http://www.companyx.com/images/12583.jpg|55.13|49.62|Brand S|Yellow~White|||4/22/2013|Technology~Music
12584|XCode12584|Brand S Whiz 9239|Appliances|http://www.companyx.com/products/12584|http://www.companyx.com/images/12584.jpg|40.81||Brand S|Yellow~White|||4/23/2013|Technology~Music
12585|XCode12585|Brand S Whiz 9240|Appliances|http://www.companyx.com/products/12585|http://www.companyx.com/images/12585.jpg|25.63||Brand S|Yellow~White|||4/24/2013|Technology~Music
12586|XCode12585|Brand S Whiz 9241|Appliances|http://www.companyx.com/products/12586|http://www.companyx.com/images/12586.jpg|14.76||Brand S|Yellow~White|||4/25/2013|Technology~Music
12587|XCode12585|Brand S Whiz 9242|Appliances|http://www.companyx.com/products/12587|http://www.companyx.com/images/12587.jpg|97.07|87.36|Brand S||||4/26/2013|Technology~Music
12588|XCode12585|Brand S Whiz 9243|Appliances|http://www.companyx.com/products/12588|http://www.companyx.com/images/12588.jpg|81.83|73.65|Brand S||||4/27/2013|Technology~Music
12589|XCode12585|Brand S Whiz 9244|Appliances|http://www.companyx.com/products/12589|http://www.companyx.com/images/12589.jpg|72.53|65.28|Brand S||||4/28/2013|Technology~Music
12590|XCode12585|Brand S Whiz 9245|Appliances|http://www.companyx.com/products/12590|http://www.companyx.com/images/12590.jpg|74.26|66.83|Brand S||||4/29/2013|Technology~Music
12591|XCode12585|Brand S Whiz 9246|Appliances|http://www.companyx.com/products/12591|http://www.companyx.com/images/12591.jpg|0.51||Brand S||||4/30/2013|Technology~Music
12592|XCode12592|Brand S Whiz 9247|Appliances|http://www.companyx.com/products/12592|http://www.companyx.com/images/12592.jpg|53.18|47.86|Brand S||||5/1/2013|Technology~Music
12593|XCode12592|Brand S Whiz 9248|Appliances|http://www.companyx.com/products/12593|http://www.companyx.com/images/12593.jpg|77.06|69.35|Brand S||||5/2/2013|Technology~Music
12594|XCode12592|Brand S Whiz 9249|Appliances|http://www.companyx.com/products/12594|http://www.companyx.com/images/12594.jpg|76.65|68.99|Brand S||||5/3/2013|Technology~Music
12595|XCode12592|Brand S Whiz 9250|Appliances|http://www.companyx.com/products/12595|http://www.companyx.com/images/12595.jpg|11.58||Brand S||||5/4/2013|Technology~Music
12596|XCode12592|Brand S Whiz 9251|Appliances|http://www.companyx.com/products/12596|http://www.companyx.com/images/12596.jpg|52.65|47.39|Brand S||||5/5/2013|Technology~Music
12597|XCode12597|Brand S Whiz 9252|Appliances|http://www.companyx.com/products/12597|http://www.companyx.com/images/12597.jpg|20.35||Brand S||||5/6/2013|Technology~Music
12598|XCode12598|Brand S Whiz 9253|Appliances|http://www.companyx.com/products/12598|http://www.companyx.com/images/12598.jpg|84.98|76.48|Brand S||||5/7/2013|Technology~Music
12599|XCode12598|Brand S Whiz 9254|Appliances|http://www.companyx.com/products/12599|http://www.companyx.com/images/12599.jpg|65.66|59.09|Brand S||||5/8/2013|Technology~Music
12600|XCode12600|Brand S Whiz 9255|Appliances|http://www.companyx.com/products/12600|http://www.companyx.com/images/12600.jpg|23.22||Brand S||||5/9/2013|Technology~Music
12601|XCode12600|Brand S Whiz 9256|Appliances|http://www.companyx.com/products/12601|http://www.companyx.com/images/12601.jpg|77.96|70.16|Brand S||||5/10/2013|Technology~Music
12602|XCode12600|Brand S Whiz 9257|Appliances|http://www.companyx.com/products/12602|http://www.companyx.com/images/12602.jpg|77.44|69.7|Brand S||||5/11/2013|Technology~Music
12603|XCode12600|Brand S Whiz 9258|Appliances|http://www.companyx.com/products/12603|http://www.companyx.com/images/12603.jpg|60.7|54.63|Brand S||||5/12/2013|Technology~Music
12604|XCode12600|Brand X Whiz 9259|Appliances|http://www.companyx.com/products/12604|http://www.companyx.com/images/12604.jpg|84.31|75.88|Brand X|Purple|||5/13/2013|Technology~Music
12605|XCode12605|Brand X Whiz 9260|Appliances|http://www.companyx.com/products/12605|http://www.companyx.com/images/12605.jpg|18.64||Brand X|Purple|||5/14/2013|Technology~Music
12606|XCode12606|Brand X Whiz 9261|Appliances|http://www.companyx.com/products/12606|http://www.companyx.com/images/12606.jpg|73.46|66.11|Brand X|Purple|||5/15/2013|Technology~Music
12607|XCode12606|Brand X Whiz 9262|Appliances|http://www.companyx.com/products/12607|http://www.companyx.com/images/12607.jpg|13.87||Brand X|Purple|5|3|5/16/2013|Technology~Music
12608|XCode12606|Brand X Whiz 9263|Appliances|http://www.companyx.com/products/12608|http://www.companyx.com/images/12608.jpg|50.24|45.22|Brand X|Purple|5|3|5/17/2013|Technology~Music
